,mask_id,matched_id
3409,30473,41323
3410,30502,41698
3411,30510,40548
3412,30543,40751
3413,30552,41042
3414,30561,40571
3415,30568,41720
3416,30591,41409
3417,30610,39948
3418,30652,40208
3419,30681,40301
3420,30733,41528
3421,30739,40815
3422,30742,40434
3423,30762,41120
3424,30779,41011
3425,30795,41544
3426,30879,40291
3427,30915,39875
3428,30937,40842
3429,31107,40721
3430,31170,41920
3431,31175,42928
3432,31176,41930
3433,31193,43214
3434,31256,42917
3435,31260,41994
3436,31410,43155
3437,31432,43372
3438,31446,42119
3439,31496,43466
3440,31516,43551
3441,31546,42863
3442,31559,42202
3443,31651,43417
3444,31658,42281
3445,31670,42291
3446,31675,42297
3447,31731,42351
3448,31736,42356
3449,31746,42361
3450,31765,42381
3451,31814,42560
3452,31841,42461
3453,31961,43385
3454,31968,42154
3455,31972,42966
3456,31973,42592
3457,31987,42591
3458,31990,42375
3459,31991,42854
3460,31994,42621
3461,31998,42642
3462,31999,43306
3463,32000,42552
3464,32002,42716
3465,32007,42622
3466,32009,42762
3467,32011,42796
3468,32012,42630
3469,32016,42582
3470,32018,42608
3471,32021,42974
3472,32024,42698
3473,32026,42601
3474,32029,43266
3475,32031,42736
3476,32036,42009
3477,32037,42800
3478,32043,43329
3479,32046,42634
3480,32047,42811
3481,32048,42824
3482,32052,42696
3483,32053,42438
3484,32062,42628
3485,32069,43292
3486,32071,43154
3487,32078,43387
3488,32079,42922
3489,32082,42571
3490,32101,42956
3491,32107,42609
3492,32108,43016
3493,32113,42988
3494,32115,42554
3495,32120,42830
3496,32136,43330
3497,32137,42614
3498,32143,42839
3499,32151,42558
3500,32153,43384
3501,32166,42891
3502,32181,42816
3503,32184,42958
3504,32243,42817
3505,32276,42570
3506,32313,42991
3507,32348,42894
3508,32380,43125
3509,32383,43078
3510,32413,43077
3511,32414,42955
3512,32418,42970
3513,32421,43424
3514,32428,43287
3515,32429,42985
3516,32432,42585
3517,32446,43136
3518,32448,43180
3519,32449,43334
3520,32452,43011
3521,32461,43544
3522,32464,43062
3523,32470,43121
3524,32471,43567
3525,32472,43108
3526,32483,42930
3527,32486,42747
3528,32487,42724
3529,32493,42967
3530,32494,43004
3531,32496,43113
3532,32500,43427
3533,32501,43116
3534,32511,43081
3535,32524,42312
3536,32530,43055
3537,32559,43164
3538,32567,42513
3539,32595,42350
3540,32609,43411
3541,32618,42882
3542,32625,43489
3543,32634,42682
3544,32648,42173
3545,32667,41975
3546,32709,42170
3547,32738,42257
3548,32790,42335
3549,32799,43320
3550,32819,43216
3551,32836,43170
3552,32852,43205
3553,32936,42190
3554,32965,43222
3555,32972,43570
3556,32994,42821
3557,33164,42216
3558,33227,44865
3559,33232,44862
3560,33233,43662
3561,33313,45000
3562,33467,43846
3563,33489,45053
3564,33503,45240
3565,33553,45077
3566,33573,43931
3567,33603,44458
3568,33616,43967
3569,33715,44057
3570,33727,44075
3571,33732,44086
3572,33788,44146
3573,33793,44150
3574,33822,44169
3575,33871,44981
3576,33940,44669
3577,34025,44387
3578,34029,44400
3579,34030,44534
3580,34044,44427
3581,34047,44161
3582,34048,44399
3583,34051,44370
3584,34056,44716
3585,34057,44546
3586,34059,44627
3587,34064,44072
3588,34066,45198
3589,34069,44494
3590,34073,44439
3591,34078,44448
3592,34083,44829
3593,34086,44611
3594,34088,44358
3595,34093,44780
3596,34098,44553
3597,34103,44344
3598,34104,45233
3599,34109,44384
3600,34110,44275
3601,34126,43829
3602,34128,44749
3603,34135,45031
3604,34136,44604
3605,34139,44376
3606,34158,44650
3607,34164,44392
3608,34165,44779
3609,34168,44364
3610,34170,44962
3611,34172,44368
3612,34177,44885
3613,34193,43775
3614,34194,44554
3615,34200,44603
3616,34208,44593
3617,34210,44523
3618,34223,44462
3619,34238,44375
3620,34241,44472
3621,34246,44194
3622,34300,44526
3623,34333,44602
3624,34370,44424
3625,34405,44566
3626,34437,43623
3627,34440,44804
3628,34470,44452
3629,34471,44724
3630,34475,44736
3631,34489,44785
3632,34505,44756
3633,34506,44626
3634,34509,44774
3635,34521,44877
3636,34527,44646
3637,34528,44631
3638,34529,44807
3639,34540,43765
3640,34543,44610
3641,34544,44648
3642,34550,44758
3643,34551,44353
3644,34553,45101
3645,34557,44976
3646,34558,45150
3647,34568,43955
3648,34581,44100
3649,34587,44842
3650,34590,44301
3651,34616,44354
3652,34624,44312
3653,34652,45039
3654,34666,44788
3655,34675,44680
3656,34691,45054
3657,34705,43948
3658,34710,45235
3659,34724,43716
3660,34729,44782
3661,34766,43943
3662,34795,44027
3663,34847,44884
3664,34856,44846
3665,34876,44792
3666,34893,44326
3667,35029,44964
3668,35051,44346
3669,35221,45059
3670,35284,46629
3671,35289,47367
3672,35290,47011
3673,35307,45422
3674,35370,46253
3675,35513,47124
3676,35524,46188
3677,35546,46683
3678,35560,46793
3679,35610,47104
3680,35630,45699
3681,35660,46607
3682,35673,46895
3683,35765,47305
3684,35772,45822
3685,35784,47098
3686,35789,46827
3687,35845,47054
3688,35850,47165
3689,35860,45980
3690,35879,47238
3691,35928,46556
3692,35935,46317
3693,35955,46865
3694,35997,46059
3695,36082,46144
3696,36086,46547
3697,36087,46408
3698,36101,46391
3699,36104,47262
3700,36105,46690
3701,36108,45606
3702,36112,46508
3703,36113,46922
3704,36114,46489
3705,36116,46740
3706,36121,46955
3707,36123,46965
3708,36126,46350
3709,36130,46503
3710,36132,46577
3711,36135,46229
3712,36138,46842
3713,36140,46613
3714,36145,45684
3715,36150,45590
3716,36151,46258
3717,36155,47306
3718,36157,46637
3719,36160,46213
3720,36161,46551
3721,36166,46481
3722,36167,45990
3723,36176,46334
3724,36183,47267
3725,36185,46803
3726,36192,46911
3727,36193,46712
3728,36196,46294
3729,36222,46876
3730,36227,46962
3731,36229,46732
3732,36234,46483
3733,36250,46546
3734,36251,46735
3735,36267,46235
3736,36280,46661
3737,36284,47307
3738,36295,45599
3739,36298,45669
3740,36390,46285
3741,36462,45710
3742,36494,45365
3743,36527,45917
3744,36528,46148
3745,36532,46705
3746,36535,46166
3747,36543,46707
3748,36546,46207
3749,36560,45862
3750,36562,46438
3751,36563,46164
3752,36566,47000
3753,36575,46830
3754,36578,45663
3755,36584,45986
3756,36585,46944
3757,36586,45382
3758,36597,46554
3759,36600,46216
3760,36601,46179
3761,36607,46617
3762,36608,46159
3763,36610,46203
3764,36614,47322
3765,36615,46655
3766,36625,45726
3767,36638,46588
3768,36644,46669
3769,36647,46694
3770,36681,46686
3771,36709,46703
3772,36714,46715
3773,36723,46386
3774,36732,46359
3775,36748,45799
3776,36762,45719
3777,36767,45702
3778,36781,45466
3779,36786,46081
3780,36823,45713
3781,36852,46214
3782,36904,47316
3783,36913,46270
3784,36950,47060
3785,36966,46273
3786,37050,46930
3787,37079,46720
3788,37086,46974
3789,37108,46365
3790,37278,46219
3791,37341,47501
3792,37346,47433
3793,37347,47437
3794,37364,47452
3795,37570,47613
3796,37581,48616
3797,37603,47643
3798,37617,47653
3799,37687,47705
3800,37717,47729
3801,37730,47740
3802,37822,48606
3803,37829,47824
3804,37841,48737
3805,37846,47855
3806,37902,47913
3807,37907,47923
3808,37917,47935
3809,37936,47952
3810,37985,48570
3811,37992,48609
3812,38054,48078
3813,38132,48672
3814,38139,48270
3815,38143,48692
3816,38144,48254
3817,38158,48569
3818,38162,48197
3819,38165,48195
3820,38169,48205
3821,38170,47937
3822,38173,48695
3823,38178,48754
3824,38180,48830
3825,38182,48392
3826,38183,48177
3827,38187,48269
3828,38189,48477
3829,38192,48743
3830,38200,48326
3831,38202,48183
3832,38207,48306
3833,38208,48193
3834,38214,48964
3835,38217,48522
3836,38218,48757
3837,38223,48274
3838,38224,48019
3839,38240,48414
3840,38242,48203
3841,38249,49165
3842,38250,48717
3843,38253,48264
3844,38272,48273
3845,38279,48552
3846,38282,48372
3847,38284,48745
3848,38286,48232
3849,38291,48738
3850,38307,48700
3851,38308,48255
3852,38314,48462
3853,38322,48163
3854,38337,48199
3855,38341,49077
3856,38352,48499
3857,38355,47673
3858,38360,47984
3859,38414,48456
3860,38484,48206
3861,38519,48240
3862,38551,48537
3863,38554,48604
3864,38584,47910
3865,38585,48538
3866,38588,48960
3867,38589,48584
3868,38592,48991
3869,38617,47864
3870,38619,48661
3871,38620,48748
3872,38623,47423
3873,38632,49061
3874,38635,48646
3875,38641,48632
3876,38642,48621
3877,38643,48652
3878,38654,48926
3879,38657,47614
3880,38658,48168
3881,38664,48419
3882,38667,47949
3883,38671,47992
3884,38682,48913
3885,38695,48671
3886,38704,48949
3887,38730,48563
3888,38738,48109
3889,38771,48266
3890,38780,48360
3891,38789,48401
3892,38805,47870
3893,38819,48602
3894,38824,48567
3895,38838,48548
3896,38843,48978
3897,38880,48581
3898,38909,47798
3899,38961,48643
3900,38970,48625
3901,38990,49035
3902,39007,48614
3903,39023,48908
3904,39136,48822
3905,39143,48647
3906,39165,48192
3907,39335,48200
3908,39398,50840
3909,39403,49301
3910,39404,51330
3911,39484,51021
3912,39488,49396
3913,39638,51300
3914,39660,50464
3915,39674,49583
3916,39724,49642
3917,39744,50823
3918,39774,50638
3919,39787,49686
3920,39879,50734
3921,39886,49778
3922,39898,50838
3923,39903,49804
3924,39959,49864
3925,39964,49866
3926,39974,49877
3927,39993,49892
3928,40042,51236
3929,40049,50645
3930,40069,51029
3931,40111,50040
3932,40117,51137
3933,40189,51085
3934,40196,50293
3935,40200,50244
3936,40201,50132
3937,40215,49797
3938,40218,50706
3939,40219,50216
3940,40222,50139
3941,40226,50205
3942,40227,49879
3943,40228,50409
3944,40230,50712
3945,40235,50669
3946,40237,50990
3947,40239,50857
3948,40240,50157
3949,40244,50313
3950,40246,51219
3951,40249,50324
3952,40252,50309
3953,40254,50517
3954,40257,50345
3955,40259,50265
3956,40264,50550
3957,40265,51031
3958,40269,50229
3959,40271,51169
3960,40274,50398
3961,40275,50948
3962,40276,50359
3963,40280,50417
3964,40281,50767
3965,40290,51166
3966,40297,49515
3967,40299,50226
3968,40306,50816
3969,40307,49624
3970,40310,50148
3971,40335,50829
3972,40339,50396
3973,40341,50499
3974,40343,50453
3975,40348,50622
3976,40364,50662
3977,40365,50271
3978,40371,50131
3979,40379,50487
3980,40381,50354
3981,40394,50245
3982,40398,50277
3983,40409,50769
3984,40412,51106
3985,40471,50472
3986,40504,49519
3987,40541,50402
3988,40576,51211
3989,40608,50836
3990,40611,50953
3991,40641,50998
3992,40642,50615
3993,40645,51315
3994,40646,50620
3995,40656,50830
3996,40660,50634
3997,40674,49812
3998,40676,50784
3999,40677,50762
4000,40680,50632
4001,40689,51150
4002,40692,50673
4003,40698,49954
4004,40699,50136
4005,40700,50618
4006,40711,50512
4007,40714,50694
4008,40715,50192
4009,40721,50195
4010,40724,49885
4011,40728,49936
4012,40729,50886
4013,40739,49673
4014,40752,50284
4015,40758,50794
4016,40761,50061
4017,40787,50957
4018,40795,50080
4019,40823,51209
4020,40828,50905
4021,40837,50479
4022,40846,50168
4023,40853,49398
4024,40862,49815
4025,40876,50625
4026,40895,50668
4027,40900,50592
4028,40937,50682
4029,41018,50940
4030,41024,49837
4031,41027,50193
4032,41047,50938
4033,41064,50899
4034,41080,50910
4035,41164,50556
4036,41193,51053
4037,41200,51328
4038,41222,50213
4039,41392,50321
4040,41455,51426
4041,41460,51442
4042,41461,51437
4043,41541,53497
4044,41545,51550
4045,41684,51722
4046,41695,53267
4047,41717,53326
4048,41731,51777
4049,41781,51844
4050,41801,51854
4051,41831,52624
4052,41844,51901
4053,41936,52456
4054,41960,52029
4055,42016,53013
4056,42021,52109
4057,42031,52123
4058,42050,52992
4059,42106,53205
4060,42126,53014
4061,42168,52584
4062,42174,53174
4063,42246,53096
4064,42253,52741
4065,42257,53485
4066,42258,52426
4067,42272,52785
4068,42275,52483
4069,42276,52522
4070,42279,52434
4071,42283,52576
4072,42284,53177
4073,42287,53283
4074,42292,52775
4075,42294,52430
4076,42296,52780
4077,42297,52532
4078,42301,52748
4079,42303,52442
4080,42306,52575
4081,42311,52956
4082,42314,52686
4083,42316,52750
4084,42321,52566
4085,42326,52518
4086,42328,52531
4087,42331,52806
4088,42332,52438
4089,42338,52756
4090,42347,51912
4091,42354,52465
4092,42356,52504
4093,42363,52486
4094,42364,52554
4095,42367,53190
4096,42392,52879
4097,42393,53025
4098,42396,52728
4099,42398,53103
4100,42400,52454
4101,42405,52908
4102,42421,52510
4103,42422,52572
4104,42428,53122
4105,42436,52699
4106,42451,52620
4107,42466,51704
4108,42469,51800
4109,42474,53276
4110,42528,53182
4111,42598,52569
4112,42633,52425
4113,42665,52925
4114,42668,53062
4115,42698,53002
4116,42702,52902
4117,42703,52875
4118,42714,52628
4119,42717,53093
4120,42731,53470
4121,42733,52435
4122,42734,51541
4123,42737,53067
4124,42746,52987
4125,42749,51792
4126,42755,52855
4127,42756,53292
4128,42757,52985
4129,42768,52587
4130,42771,52946
4131,42772,52825
4132,42778,52683
4133,42779,53020
4134,42781,53124
4135,42785,53078
4136,42786,51672
4137,42796,52846
4138,42809,52814
4139,42844,52968
4140,42852,53474
4141,42885,53147
4142,42894,53227
4143,42903,52635
4144,42919,52047
4145,42933,52996
4146,42938,51766
4147,42952,52906
4148,42957,52637
4149,42994,52501
4150,43023,52851
4151,43075,51986
4152,43081,51981
4153,43084,52063
4154,43104,52607
4155,43121,53068
4156,43137,51585
4157,43221,53169
4158,43257,52804
4159,43279,52712
4160,43449,53079
4161,43774,55257
4162,43963,54084
4163,44113,54262
4164,44126,54276
4165,44214,54280
4166,44680,54942
4167,44726,54950
4168,44743,55144
4169,44840,54916
4170,44841,55174
4171,44855,55143
4172,44900,55023
4173,44903,55281
4174,44935,55242
4175,44938,53981
4176,44953,54180
4177,44954,55217
4178,44990,54926
4179,45162,55465
4180,45773,57283
4181,45886,56158
4182,45962,57475
4183,46112,56382
4184,46125,56390
4185,46213,56398
4186,46679,56996
4187,46725,56990
4188,46742,57210
4189,46839,57181
4190,46840,56308
4191,46899,57208
4192,46902,57313
4193,46934,57175
4194,46937,57331
4195,46952,57238
4196,46953,57281
4197,46989,56997
4198,47029,57250
4199,47161,57615
4200,47772,59112
4201,47885,59321
4202,47961,58145
4203,48111,58287
4204,48124,58304
4205,48212,58310
4206,48678,58214
4207,48724,59370
4208,48741,59227
4209,48839,59121
4210,48898,59138
4211,48901,59111
4212,48933,59136
4213,48936,58072
4214,48951,58226
4215,48952,59134
4216,48988,58869
4217,49028,59153
4218,49160,59257
4219,49771,60691
4220,49884,59799
4221,49960,60831
4222,50110,60750
4223,50123,59980
4224,50211,59986
4225,50677,60515
4226,50723,60495
4227,50740,60793
4228,50837,60905
4229,50838,60735
4230,50852,59835
4231,50897,60693
4232,50932,60713
4233,50951,60674
4234,50987,60504
4235,51027,59855
4236,51159,60784
4237,51770,62625
4238,51883,61392
4239,51959,61465
4240,52109,61618
4241,52122,61632
4242,52210,61635
4243,52676,62357
4244,52722,62291
4245,52739,62478
4246,52836,61546
4247,52837,62274
4248,52851,62549
4249,52896,62469
4250,52899,62554
4251,52931,62501
4252,52934,61381
4253,52942,62660
4254,52949,62474
4255,52950,62536
4256,52986,62396
4257,53026,61486
4258,53158,62923
4259,53769,63255
4260,53882,63370
4261,53958,63448
4262,54108,63607
4263,54121,63619
4264,54675,64238
4265,54721,64384
4266,54738,64317
4267,54835,64565
4268,54836,64209
4269,54850,64165
4270,54895,64382
4271,54898,64471
4272,54930,64316
4273,54933,64435
4274,54949,64476
4275,54985,64493
4276,55025,63467
4277,55157,64335
4278,55768,65145
4279,55881,65251
4280,55957,65322
4281,56107,65492
4282,56120,65503
4283,56208,66598
4284,56674,66173
4285,56720,66401
4286,56737,66602
4287,56834,66433
4288,56835,66143
4289,56894,66376
4290,56897,66407
4291,56929,66393
4292,56932,66555
4293,56940,65412
4294,56947,66562
4295,56948,66372
4296,56984,66444
4297,57024,65339
4298,57156,66473
4299,57767,67011
4300,57880,67116
4301,57956,67180
4302,58106,67308
4303,58119,67320
4304,58207,67323
4305,58719,67935
4306,58736,67924
4307,58833,68034
4308,58834,67714
4309,58848,67774
4310,58893,67862
4311,58896,68052
4312,58928,67318
4313,58931,68007
4314,58946,67959
4315,58947,67963
4316,58983,68028
4317,59023,68047
4318,59155,67814
4319,59766,68395
4320,59955,68480
4321,60105,68586
4322,60118,68598
4323,60206,69240
4324,60672,68989
4325,60718,69063
4326,60832,68534
4327,60833,68530
4328,60892,69057
4329,60895,69056
4330,60927,69094
4331,60930,69146
4332,60945,69253
4333,60946,69095
4334,61765,70620
4335,61878,70596
4336,61954,69629
4337,62104,69769
4338,62117,69781
4339,62205,69784
4340,62671,70348
4341,62717,70552
4342,62734,70565
4343,62831,69711
4344,62832,70355
4345,62846,70621
4346,62891,70400
4347,62894,70572
4348,62926,70546
4349,62944,70673
4350,62945,70510
4351,62981,70374
4352,63021,70538
4353,63153,69411
4354,63508,72070
4355,63510,72076
4356,63529,71066
4357,63530,71065
4358,63532,72060
4359,63533,71069
4360,63534,71070
4361,63535,71759
4362,63536,71067
4363,63540,71074
4364,63542,72094
4365,63544,71078
4366,63545,71079
4367,63546,71081
4368,63547,71083
4369,63549,71080
4370,63554,71094
4371,63555,71088
4372,63557,71092
4373,63560,71099
4374,63561,71107
4375,63562,71108
4376,63563,71104
4377,63565,71106
4378,63566,71105
4379,63618,71165
4380,63619,71167
4381,63622,71166
4382,63639,71194
4383,63640,71191
4384,63641,71186
4385,63642,71184
4386,63645,71190
4387,63646,71192
4388,63647,71188
4389,63648,71196
4390,63649,71200
4391,63650,71197
4392,63653,71198
4393,63654,72153
4394,63655,71206
4395,63658,71202
4396,63659,71208
4397,63663,71210
4398,63664,71970
4399,63667,71214
4400,63668,71217
4401,63669,71218
4402,63671,71224
4403,63672,71219
4404,63673,71222
4405,63674,71221
4406,63675,71961
4407,63700,71252
4408,63701,71255
4409,63703,72090
4410,63713,71269
4411,63714,71271
4412,63715,71274
4413,63717,71268
4414,63718,71924
4415,63719,71272
4416,63720,71749
4417,63725,71281
4418,63726,71279
4419,63727,71289
4420,63728,72088
4421,63729,71290
4422,63730,71286
4423,63731,71285
4424,63732,72103
4425,63734,71986
4426,63736,71295
4427,63737,71296
4428,63738,71300
4429,63739,71298
4430,63740,71294
4431,63744,71297
4432,63746,71303
4433,63747,71305
4434,63748,71306
4435,63750,71302
4436,63751,71308
4437,63752,71309
4438,63753,71313
4439,63754,71310
4440,63755,71315
4441,63758,71312
4442,63760,71314
4443,63761,72003
4444,63762,71317
4445,63763,71318
4446,63765,71319
4447,63778,71337
4448,63780,72167
4449,63781,71343
4450,63782,71344
4451,63783,72111
4452,63784,71348
4453,63786,71347
4454,63788,71354
4455,63789,71355
4456,63791,71359
4457,63794,71358
4458,63795,71361
4459,63796,72019
4460,63799,71365
4461,63800,71911
4462,63801,71370
4463,63802,71372
4464,63804,71374
4465,63805,71373
4466,63807,71761
4467,63808,71381
4468,63809,71379
4469,63810,71383
4470,63811,71382
4471,63812,71388
4472,63813,71387
4473,63814,71389
4474,63815,72109
4475,63817,71394
4476,63818,71390
4477,63819,72206
4478,63820,72203
4479,63821,72007
4480,63822,71399
4481,63823,71403
4482,63824,71398
4483,63825,71400
4484,63827,72148
4485,63828,72080
4486,63830,71401
4487,63831,72050
4488,63838,71415
4489,63839,71417
4490,63840,71921
4491,63842,71416
4492,63843,71426
4493,63845,71422
4494,63847,71423
4495,63850,71425
4496,63852,71435
4497,63853,71430
4498,63854,71431
4499,63860,71444
4500,63861,71438
4501,63863,71437
4502,63866,72008
4503,63869,71923
4504,63870,71447
4505,63871,71450
4506,63874,71453
4507,63876,71455
4508,63877,71446
4509,63879,71458
4510,63880,72030
4511,63881,71460
4512,63882,71457
4513,63883,71462
4514,63887,71551
4515,63888,71465
4516,63889,71466
4517,63890,71471
4518,63891,71467
4519,63892,71473
4520,63900,71488
4521,63901,71496
4522,63904,71486
4523,63905,71492
4524,63907,71484
4525,63909,71490
4526,63912,71498
4527,63919,71510
4528,63920,71917
4529,63924,72102
4530,63926,71515
4531,63928,71969
4532,63932,71528
4533,63933,71525
4534,63934,71520
4535,63935,71521
4536,63937,71522
4537,63939,71531
4538,63940,71530
4539,63941,71532
4540,63946,71540
4541,63947,71539
4542,63948,71541
4543,63950,71550
4544,63951,71548
4545,63952,71549
4546,63953,71794
4547,63977,71579
4548,63982,71575
4549,63983,71574
4550,63991,71583
4551,63995,71990
4552,64007,71830
4553,64008,71594
4554,64010,71590
4555,64012,71905
4556,64013,71595
4557,64016,71598
4558,64018,71597
4559,64019,72022
4560,64021,71607
4561,64022,71605
4562,64023,71814
4563,64024,71604
4564,64025,71608
4565,64027,71611
4566,64028,71612
4567,64031,72151
4568,64032,71983
4569,64050,72207
4570,64052,71635
4571,64074,71651
4572,64086,71667
4573,64087,71665
4574,64090,71666
4575,64091,71668
4576,64097,71672
4577,64098,71673
4578,64100,71674
4579,64101,71680
4580,64102,71675
4581,64103,71678
4582,64104,71677
4583,64106,71684
4584,64107,71687
4585,64108,71682
4586,64110,71688
4587,64113,71689
4588,64114,71683
4589,64116,71686
4590,64118,71691
4591,64119,71698
4592,64121,71693
4593,64122,71697
4594,64124,71692
4595,64127,72195
4596,64129,71694
4597,64130,71695
4598,64132,71702
4599,64133,71962
4600,64167,71747
4601,64168,71736
4602,64169,71741
4603,64170,71751
4604,64172,71782
4605,64173,71739
4606,64174,72086
4607,64175,71544
4608,64176,71740
4609,64179,71753
4610,64181,71735
4611,64183,71745
4612,64184,71746
4613,64185,71762
4614,64186,71743
4615,64187,71813
4616,64189,71756
4617,64190,71769
4618,64192,71786
4619,64193,71776
4620,64194,71732
4621,64195,71766
4622,64199,71744
4623,64200,71754
4624,64201,71819
4625,64202,71800
4626,64203,71799
4627,64204,71591
4628,64205,71979
4629,64206,71734
4630,64208,71774
4631,64209,71821
4632,64211,71832
4633,64212,71748
4634,64213,71731
4635,64214,72105
4636,64215,71733
4637,64216,71767
4638,64220,71795
4639,64221,71938
4640,64222,71758
4641,64223,71763
4642,64224,71784
4643,64225,71809
4644,64227,71393
4645,64229,71792
4646,64230,71773
4647,64231,72104
4648,64233,71815
4649,64234,71779
4650,64235,71778
4651,64237,71808
4652,64241,71831
4653,64243,72119
4654,64245,71826
4655,64248,71988
4656,64250,72033
4657,64251,72121
4658,64254,71275
4659,64255,71755
4660,64257,72046
4661,64259,71836
4662,64260,72185
4663,64262,71999
4664,64263,72127
4665,64265,71851
4666,64267,72028
4667,64268,71882
4668,64269,71850
4669,64270,71920
4670,64271,71844
4671,64272,71937
4672,64274,71956
4673,64275,71854
4674,64276,71593
4675,64277,71953
4676,64278,71862
4677,64281,71273
4678,64283,71984
4679,64284,71856
4680,64285,71825
4681,64287,71863
4682,64288,71910
4683,64289,71845
4684,64291,71454
4685,64293,71958
4686,64294,71985
4687,64295,72006
4688,64296,71875
4689,64297,71876
4690,64299,71901
4691,64300,72062
4692,64301,71867
4693,64302,71805
4694,64304,71855
4695,64305,71780
4696,64306,71908
4697,64307,71996
4698,64310,71952
4699,64311,71897
4700,64312,72021
4701,64313,72089
4702,64314,71866
4703,64315,71982
4704,64316,72197
4705,64317,71940
4706,64318,71750
4707,64321,71889
4708,64323,71187
4709,64324,71432
4710,64326,71868
4711,64327,71915
4712,64329,71903
4713,64330,72032
4714,64332,71926
4715,64333,72131
4716,64334,71427
4717,64335,71947
4718,64336,71963
4719,64337,71861
4720,64338,71934
4721,64339,71935
4722,64340,71930
4723,64342,71976
4724,64343,71872
4725,64344,72061
4726,64345,71878
4727,64346,72162
4728,64347,71892
4729,64349,71890
4730,64350,71891
4731,64351,72055
4732,64353,71873
4733,64354,72025
4734,64355,71898
4735,64356,72166
4736,64357,71859
4737,64361,71991
4738,64362,71757
4739,64365,71950
4740,64366,71900
4741,64367,71916
4742,64368,72023
4743,64369,71463
4744,64372,72146
4745,64373,71291
4746,64378,71895
4747,64379,72097
4748,64380,71870
4749,64381,71994
4750,64382,71869
4751,64384,72168
4752,64386,71871
4753,64387,71189
4754,64388,72157
4755,64389,71395
4756,64391,71964
4757,64393,71091
4758,64395,71087
4759,64396,71907
4760,64397,71469
4761,64398,72051
4762,64399,71852
4763,64403,71376
4764,64404,71366
4765,64407,71987
4766,64408,71939
4767,64411,71283
4768,64412,72018
4769,64413,71849
4770,64415,71906
4771,64418,71093
4772,64419,71846
4773,64421,72002
4774,64422,71827
4775,64424,71942
4776,64427,72129
4777,64428,72020
4778,64429,71931
4779,64430,72065
4780,64434,71113
4781,64435,71936
4782,64438,71193
4783,64439,72024
4784,64440,71974
4785,64442,71606
4786,64444,72081
4787,64445,71977
4788,64446,71880
4789,64448,71468
4790,64449,71933
4791,64450,72042
4792,64451,71790
4793,64452,71110
4794,64453,71884
4795,64454,71995
4796,64455,71375
4797,64456,71542
4798,64457,71547
4799,64458,71781
4800,64460,71841
4801,64461,71886
4802,64462,72058
4803,64464,71111
4804,64466,72113
4805,64467,72107
4806,64468,72039
4807,64469,72083
4808,64470,72027
4809,64472,71946
4810,64474,71428
4811,64476,71339
4812,64477,72012
4813,64478,72057
4814,64479,72078
4815,64480,72036
4816,64481,72192
4817,64482,72125
4818,64483,72014
4819,64487,71506
4820,64488,71414
4821,64491,71284
4822,64492,71277
4823,64493,71955
4824,64494,71409
4825,64495,71824
4826,64498,71085
4827,64500,72068
4828,64503,71768
4829,64504,71764
4830,64506,71797
4831,64507,72091
4832,64511,71893
4833,64512,72063
4834,64515,71883
4835,64518,71902
4836,64519,71461
4837,64521,71396
4838,64523,71885
4839,64526,71472
4840,64527,72194
4841,64528,71874
4842,64533,71922
4843,64534,72016
4844,64535,71701
4845,64536,72099
4846,64538,71482
4847,64541,72044
4848,64542,72048
4849,64543,71770
4850,64544,71998
4851,64545,72201
4852,64546,71311
4853,64548,72067
4854,64549,72079
4855,64550,72110
4856,64551,72188
4857,64552,71928
4858,64554,72122
4859,64555,71545
4860,64557,71357
4861,64558,71737
4862,64559,71879
4863,64561,72064
4864,64562,71402
4865,64563,71267
4866,64564,72075
4867,64565,71639
4868,64567,71603
4869,64568,71834
4870,64569,72073
4871,64572,71980
4872,64576,71380
4873,64577,71853
4874,64578,72040
4875,64582,72035
4876,64583,71899
4877,64587,71282
4878,64590,72009
4879,64593,72000
4880,64594,72178
4881,64595,71270
4882,64605,71909
4883,64610,71912
4884,64613,72069
4885,64614,72100
4886,64619,71075
4887,64621,72126
4888,64625,71338
4889,64629,71864
4890,64630,72108
4891,64631,72158
4892,64632,71967
4893,64636,71820
4894,64642,72204
4895,64645,71096
4896,64646,72145
4897,64648,71489
4898,64650,71500
4899,64657,71041
4900,64659,71602
4901,64666,71487
4902,64667,71386
4903,64670,72112
4904,64672,71835
4905,64741,73177
4906,64762,73184
4907,64763,72245
4908,64764,72246
4909,64765,72249
4910,64766,72244
4911,64767,72250
4912,64768,72247
4913,64769,73248
4914,64771,72248
4915,64772,73122
4916,64777,72254
4917,64781,72253
4918,64782,72258
4919,64783,72261
4920,64784,72259
4921,64786,72255
4922,64788,72265
4923,64790,72264
4924,64792,72257
4925,64793,73224
4926,64794,72274
4927,64795,72279
4928,64796,72275
4929,64798,72284
4930,64799,72277
4931,64800,72283
4932,64802,72281
4933,64851,72307
4934,64852,72308
4935,64853,73210
4936,64859,73191
4937,64873,72322
4938,64874,73207
4939,64875,72979
4940,64876,73208
4941,64879,72325
4942,64880,72324
4943,64881,72328
4944,64882,72331
4945,64883,72329
4946,64884,72330
4947,64887,73186
4948,64888,72334
4949,64891,72333
4950,64894,73243
4951,64896,72339
4952,64897,72341
4953,64898,72336
4954,64899,72337
4955,64900,72340
4956,64901,72348
4957,64902,72342
4958,64903,73092
4959,64904,73225
4960,64905,72346
4961,64933,72364
4962,64934,72366
